
Exported on September 23, 2025 at 10:15 AM PDT

Id,FirstName,LastName,Email,Phone,Company,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Industry,LeadSource,Type,Status__c,Ownership,AnnualRevenue,NumberOfEmployees,CreatedDate,LastActivityDate
0011053476898746,Helen,Padilla,helen.padilla@sanchez-weaver.com,001-433-326-6531x78896,"Rangel, Roy and Palmer",282 Stanton Islands Apt. 625,South Elaine,NE,09863,South Georgia and the South Sandwich Islands,Transportation,Customer Referral,Partner,Pending,Subsidiary,1771059659.87,3260,2025-07-28,2025-08-21
0012427088718771,Thomas,Hernandez,thomas.hernandez@moore.com,(986)672-2043x771,Church-Stein,3600 Michael Ford,North Anthony,MN,65815,Nepal,Government,Organic Search,Customer,On Hold,Private,260732336.19,2025,2025-08-27,2025-08-29
0013152654546590,Tyler,Keith,tyler.keith@chen.com,(047)669-3960,Alvarez and Sons,792 Lane Forks Apt. 758,Fredview,NY,68057,Central African Republic,Media,Partner Referral,Customer,On Hold,Public,596139122.91,2777,2024-08-06,2025-07-19
0015099455737933,Sarah,Osborn,sarah.osborn@barnes.biz,569.786.9432x069,Davenport-Mcdonald,135 Cunningham Courts,Allisonborough,DC,42698,Bahrain,Healthcare,Customer Referral,Partner,Inactive,Public,1626510102.94,3544,2025-06-07,2025-08-26
0015267455255213,Jackson,Watson,jackson.watson@warren-wilson.org,129.699.3222x876,"Stewart, Turner and Oneill",1315 Adam Lights Suite 286,Adamsstad,SD,51775,Liechtenstein,Transportation,Social Media,Reseller,On Hold,Subsidiary,1733679896.92,1289,2025-05-19,2025-08-11
0018250551754198,Jeremy,Richardson,jeremy.richardson@stephens.org,+1-078-693-5249x211,"Boyd, Bishop and Romero",65649 Warren Trail,South Stanleytown,NC,19895,Holy See (Vatican City State),Manufacturing,Outbound Call,Partner,Inactive,Public,1759768950.97,449,2025-02-04,2025-04-22
0015942116307858,Jesus,Gonzales,jesus.gonzales@smith-james.com,633.618.9018x64294,Hernandez-Schmidt,64348 Carter Estates Apt. 784,Port Wanda,AR,16384,Guinea-Bissau,Technology,Event,Customer,Inactive,Government,780538343.17,3070,2025-07-14,2025-07-27
0011190217604082,Bradley,Powell,bradley.powell@johnson.info,+1-400-949-0873x54876,Cunningham Group,6308 Janet Corners,Robinsonton,NH,06316,Hungary,Energy,Outbound Call,Customer,Inactive,Private,38684515.06,3236,2024-03-28,2024-11-28
0019938195783662,Jessica,Evans,jessica.evans@atkinson.com,(834)505-0411,Todd-Jackson,7760 Eric Spur Apt. 721,Allenside,MO,65994,Bangladesh,Media,Social Media,Customer,Inactive,Private,1494787588.15,3396,2025-07-02,2025-08-08
0018063442664272,Oscar,Henry,oscar.henry@colon.com,(315)024-6482x293,"Melton, Clark and Carlson",87186 Mary Shore,Stephenmouth,ID,35229,Bangladesh,Retail,Partner Referral,Reseller,Inactive,Subsidiary,1913882412.8,4350,2025-02-09,2025-06-08
0015157238249730,John,Swanson,john.swanson@leon-cisneros.info,+1-287-501-6929x27812,"Griffin, James and Chapman",6010 Mitchell Landing,Thomasmouth,RI,49285,Greenland,Financial Services,Outbound Call,Reseller,Pending,Government,463592898.16,3148,2024-09-05,2025-08-23
0013608406548856,Jesus,Sanders,jesus.sanders@rosario.org,(478)992-8233,Whitney-Clark,522 Hughes Bridge Apt. 160,Elizabethport,NJ,81599,Sierra Leone,Education,Social Media,Customer,Inactive,Government,1480535999.13,363,2024-12-02,2025-07-18
0013326611328921,Michael,Pennington,michael.pennington@baxter.org,001-259-942-5511x6329,Garcia PLC,6177 Malone Drives,Port Gina,NM,22204,Chad,Healthcare,Partner Referral,Prospect,Pending,Private,345982949.07,662,2024-09-12,2025-05-23
0016591024976483,Dylan,Jones,dylan.jones@montgomery.com,590-664-9225x0039,"Martinez, Davis and Oconnell",455 Samantha Cliff,Port Marc,UT,53953,Singapore,Media,Outbound Call,Reseller,On Hold,Public,224366519.65,1896,2025-05-16,2025-06-08
0015912259113284,Angela,Thomas,angela.thomas@coleman.biz,963.288.4113x0186,Quinn-Munoz,2322 Cook Rest,Marktown,CT,16585,Suriname,Transportation,Organic Search,Partner,Inactive,Government,1914719685.92,1035,2024-06-13,2025-04-07
0017405128013607,Eric,Johnson,eric.johnson@rodriguez.org,492-584-4869x506,Smith-Perez,7828 Daniel Rapids,Lake Timothy,NY,77562,Saint Barthelemy,Manufacturing,Partner Referral,Customer,Pending,Subsidiary,1850756435.05,446,2025-06-11,2025-07-05
0015605452024589,Maureen,Lewis,maureen.lewis@rodriguez.com,825.674.1588x77068,"Gibbs, Young and Carter",1610 Deleon Locks,Seanburgh,HI,87714,Zimbabwe,Energy,Event,Prospect,Inactive,Government,680654020.43,1834,2023-10-25,2024-04-17
0013359720451272,Peter,Johnson,peter.johnson@sharp.com,001-144-354-2373,"Barton, Ibarra and Lee",17069 Mitchell Pike,West Alexandraburgh,DE,66148,Spain,Education,Event,Prospect,On Hold,Government,298695148.56,148,2024-12-21,2025-03-13
0019756365675080,Curtis,Parks,curtis.parks@brady.com,742.252.7906,Lewis and Sons,83196 Calhoun Expressway Apt. 774,Matthewview,PA,53524,Nepal,Media,Social Media,Partner,Pending,Private,940877069.39,3839,2024-01-03,2024-06-06
0018602732256424,Cheryl,Powell,cheryl.powell@murray.com,(197)479-3314x3112,Ramirez Ltd,964 Cardenas Pines,Adammouth,TX,06935,United Kingdom,Hospitality,Event,Customer,Inactive,Private,939680669.16,3678,2024-07-20,2025-04-07
0012209432487672,Daniel,Rasmussen,daniel.rasmussen@david-snyder.com,+1-150-680-0275x270,"Gomez, Graham and Johnson",700 Walker Freeway,Joshuaport,NE,53866,Colombia,Energy,Paid Search,Prospect,Pending,Public,1004971383.73,4549,2024-03-12,2025-05-04
0014928622791156,Sheila,Barnes,sheila.barnes@ball.com,242-054-6500,Park PLC,2062 Hickman Rapids Apt. 203,Patrickbury,WA,02320,Morocco,Transportation,Event,Reseller,Active,Private,371062046.8,2924,2025-09-19,2025-09-19
0017701561517842,Jacob,Jones,jacob.jones@mcfarland.com,013-307-0641x477,Gordon-Wiggins,785 Daniel Crossing,Lake Kimberly,KY,17441,Cameroon,Energy,Customer Referral,Customer,Inactive,Subsidiary,1537344777.77,2117,2024-06-12,2025-02-14
0011353162767557,Vicki,Anderson,vicki.anderson@riley-schroeder.net,(592)972-5686,Flores-Anderson,5808 Steven Coves Suite 835,Williamsstad,WY,23617,France,Financial Services,Social Media,Reseller,Pending,Government,162337269.22,1537,2025-08-10,2025-09-14
0019603803789783,Lisa,Nelson,lisa.nelson@white-gutierrez.net,001-527-063-1223x809,Brady and Sons,78635 Victoria Junction,New Matthew,VA,83687,Timor-Leste,Transportation,Web,Prospect,Pending,Private,455934530.65,1843,2025-01-10,2025-08-30
0017164411262568,Paula,Manning,paula.manning@mathews-thornton.com,+1-245-803-7711x047,Sawyer-Nguyen,565 Eric Circle,Wilsonview,LA,75394,Pitcairn Islands,Hospitality,Paid Search,Reseller,Active,Subsidiary,535443186.07,2345,2024-05-15,2025-06-30
0019239931646251,Mark,Douglas,mark.douglas@harris.net,084.864.5758x15649,Miller Ltd,066 Erin Stream Apt. 983,Lake Kristiside,AZ,28332,Mali,Healthcare,Event,Reseller,Active,Private,192326596.03,555,2024-05-22,2025-09-04
0015976631531239,Kelly,Frost,kelly.frost@reeves.org,6044928748,"Mathis, Rodgers and Rodriguez",83876 Humphrey Unions Apt. 440,North Joshua,OK,11448,Brunei Darussalam,Financial Services,Partner Referral,Prospect,Inactive,Subsidiary,1253760805.96,3247,2024-10-20,2024-11-14
0011273364894181,Justin,Gill,justin.gill@martinez.com,(286)849-1554,Wilson and Sons,045 Friedman Locks Apt. 791,West Shane,CA,77806,Romania,Healthcare,Organic Search,Reseller,On Hold,Public,722579953.61,3462,2025-07-16,2025-08-20
0017940969479513,Daniel,Clayton,daniel.clayton@wilkinson-petty.com,471-710-5918x661,Myers-Sullivan,48353 Ross Haven,Walkermouth,RI,11262,Malawi,Financial Services,Outbound Call,Reseller,Pending,Government,573673637.84,3466,2024-09-08,2024-11-21
0017074793928132,Loretta,Avery,loretta.avery@brown.net,862.383.2479,Dorsey and Sons,757 Kevin Mill Suite 176,Lake Laura,WA,65857,British Virgin Islands,Government,Email Campaign,Reseller,Inactive,Government,860747175.05,308,2025-07-12,2025-08-28
0018871550355652,Deborah,Carr,deborah.carr@juarez.com,038-095-6563x18018,"Meyers, Gomez and Graham",88798 Angela Branch Apt. 508,New Melissaview,OH,82870,Greece,Financial Services,Outbound Call,Prospect,Active,Public,1670327982.84,4375,2025-02-02,2025-06-24
0015742354575796,Christopher,Smith,christopher.smith@cook-flores.com,726-066-6003x724,"Chan, Howe and Atkinson",01599 Brown Ferry Suite 069,Port Andrea,FL,44513,Sweden,Media,Web,Reseller,Active,Private,250797020.94,1485,2023-12-24,2024-04-04
0016947327322265,Todd,Gonzalez,todd.gonzalez@williams.org,342-416-4085x3814,Greene LLC,196 Rodney Courts Suite 450,Port Jefferystad,WV,75370,Switzerland,Government,Web,Prospect,On Hold,Subsidiary,1555013289.11,648,2024-10-26,2025-03-17
0012983132389231,Susan,Anderson,susan.anderson@lewis-morrison.com,001-106-368-5902x882,Neal-Long,46686 Alexandra Track,Kyleborough,NY,18405,Kenya,Hospitality,Trade Show,Partner,Active,Public,1130695694.55,3701,2024-12-10,2025-03-21
0015034309884358,Kari,Cabrera,kari.cabrera@stokes-smith.com,001-523-766-3326x950,"Lopez, Carter and Strong",6942 Nathan Mission,Floydhaven,KY,45551,Mayotte,Media,Organic Search,Partner,Active,Public,477674449.84,2996,2025-03-27,2025-04-20
0013167337424937,James,Jones,james.jones@brown.info,719.210.3588x157,West-Freeman,9273 Jones Route,Tarashire,WV,80018,Panama,Financial Services,Partner Referral,Customer,Active,Public,531440337.82,56,2024-02-26,2024-12-19
0013128544820101,Paul,Alvarez,paul.alvarez@taylor-armstrong.biz,+1-900-835-7629x5642,"Barker, Clayton and Lynch",49331 Johnson Crescent Apt. 612,Weberberg,IA,68599,Puerto Rico,Manufacturing,Social Media,Prospect,On Hold,Subsidiary,1277421754.95,4053,2024-11-10,2024-12-09
0014573262867705,Hector,Hansen,hector.hansen@bridges-spence.com,580.965.3565x903,Simon LLC,53819 Vaughan Plaza,Biancafurt,IA,27646,France,Education,Organic Search,Customer,Active,Private,1493223091.43,792,2024-06-03,2025-04-29
0014443202201210,Theresa,Kelley,theresa.kelley@clark-castro.org,171.575.0518,Graham-Hall,9538 David Ports Suite 396,West Benjamin,NC,43893,Norfolk Island,Energy,Event,Reseller,Inactive,Government,1535826177.91,3586,2024-12-09,2025-07-14
0016238181409931,Jodi,Zimmerman,jodi.zimmerman@boyd.com,(516)263-2535x475,Clark Group,408 Nichols Pass Apt. 277,Marquezville,DE,98162,Netherlands Antilles,Education,Trade Show,Partner,Active,Government,1243885551.87,910,2024-02-11,2024-05-06
0014508093380072,Joshua,Long,joshua.long@hammond.com,176.980.2766x872,"Fleming, Miller and Clayton",9503 Wu Cove,West Shannontown,AL,18593,Yemen,Technology,Trade Show,Reseller,Pending,Government,592742645.76,4930,2025-05-02,2025-09-11
0012502849638502,Sylvia,Jones,sylvia.jones@king-mcdonald.org,(883)023-3377,Miller Ltd,393 Jennifer Junctions,Scottland,FL,79199,Mali,Media,Partner Referral,Customer,On Hold,Subsidiary,1277646067.37,4962,2024-03-08,2025-07-01
0013138226014028,Sergio,Murphy,sergio.murphy@moran.com,(814)678-5721x20170,King Inc,148 Herring Trail,Rossland,AZ,07235,Bouvet Island (Bouvetoya),Transportation,Customer Referral,Partner,Pending,Subsidiary,347656969.8,1677,2023-11-20,2025-06-01
0018155791583452,Debbie,Baker,debbie.baker@harris-thompson.com,608.901.1283x5946,Ortega Inc,99940 Stacy Keys,Port Jeffreyshire,DE,52249,Kyrgyz Republic,Media,Paid Search,Partner,Pending,Public,400078433.25,78,2023-12-22,2025-09-03
0019336992887085,Christopher,Davila,christopher.davila@owens.com,+1-755-611-9640x693,"Montgomery, Fitzgerald and Thompson",858 Moss Mews,Jenniferside,IA,54622,Burundi,Transportation,Email Campaign,Customer,Inactive,Subsidiary,356143315.46,3836,2024-03-05,2024-12-09
0012421068132875,Amy,Contreras,amy.contreras@hickman-schmidt.com,9104456274,"Williams, Dunn and Moore",705 Holmes Fort,Gonzaleztown,ID,32062,Algeria,Energy,Paid Search,Customer,Inactive,Government,766801816.49,1859,2024-07-27,2025-09-18
0019493984036301,Tyler,Reed,tyler.reed@barnes-mcdaniel.com,421-184-2911,Brown-Coleman,414 Miller Locks Suite 397,East Aaron,RI,05058,Sri Lanka,Technology,Customer Referral,Customer,Active,Government,1776084551.21,2498,2023-11-23,2024-03-27
0012877091653435,Jasmine,Hayes,jasmine.hayes@henderson.com,001-964-428-7542,"Cummings, Watson and Elliott",5495 Kenneth Mall,West Bradley,OH,53205,Japan,Technology,Web,Partner,On Hold,Subsidiary,1895593274.62,821,2024-06-07,2025-04-21
0014077516427172,James,Ayers,james.ayers@horton-rodriguez.com,(516)198-1346x85720,"Smith, Thornton and Trevino",44246 Angela Neck,East David,NC,43575,Heard Island and McDonald Islands,Healthcare,Web,Partner,Pending,Government,514558523.08,2966,2025-02-15,2025-08-07
0015453101210663,Amanda,Murray,amanda.murray@hurley.com,001-843-667-6436x153,Carson-Cook,7190 Elizabeth Fall Apt. 703,Port James,WY,22421,Jordan,Financial Services,Event,Prospect,Active,Public,270853389.06,3406,2024-01-10,2025-03-20
0016571209595064,Megan,Miller,megan.miller@gross-mcintosh.com,+1-767-868-0211x481,Romero-Anderson,3738 Gomez River,East Michelleburgh,MD,77178,Christmas Island,Energy,Social Media,Customer,Pending,Public,12329205.43,2845,2025-09-11,2025-09-19
0011533215204369,Ronald,Gonzales,ronald.gonzales@smith.net,177.373.8801x4868,"Smith, French and Williams",371 Larson Lock,Armstronghaven,HI,87508,Gibraltar,Manufacturing,Trade Show,Partner,Active,Private,1951212246.05,1233,2025-06-23,2025-08-03
0018401486149235,Wanda,Higgins,wanda.higgins@hall.info,230.158.5477x07052,Hubbard-Short,1051 Matthew Dam,West Kevinberg,MA,90376,Isle of Man,Healthcare,Social Media,Prospect,Pending,Subsidiary,182709940.56,2739,2025-08-10,2025-08-18
0016175908855705,Christine,Mitchell,christine.mitchell@walker.info,(319)398-7333,Obrien LLC,0378 Williams Pine Suite 440,Lake Shannonhaven,WY,81121,Greece,Energy,Email Campaign,Reseller,Active,Private,342665263.18,2321,2025-08-31,2025-08-31
0012324360821525,Eric,Oliver,eric.oliver@carter.info,(600)887-2478x00983,Martinez PLC,426 Lance Gateway,West Timothy,OH,21484,Svalbard & Jan Mayen Islands,Transportation,Web,Reseller,Inactive,Private,670945597.47,2861,2023-12-18,2025-05-30
0014777926168615,Jill,Arroyo,jill.arroyo@scott.biz,001-556-581-3487x005,Fletcher and Sons,5464 Cooper Harbor Suite 133,Angelaport,IN,21715,Ukraine,Retail,Email Campaign,Reseller,Active,Government,1694660715.46,2348,2024-02-14,2024-05-03
0013317664699211,Leslie,Gonzales,leslie.gonzales@haney-lozano.net,001-019-504-0474,"Brooks, Aguilar and Townsend",6850 Beck Bridge Suite 407,Colleenmouth,TN,72662,British Indian Ocean Territory (Chagos Archipelago),Technology,Social Media,Prospect,Pending,Government,54652087.73,2477,2025-04-13,2025-08-30
0011106334831090,Ian,Potter,ian.potter@garcia.biz,001-926-261-9031,Wilson PLC,7474 Reed Creek,New Derrick,TN,46280,American Samoa,Financial Services,Outbound Call,Partner,On Hold,Subsidiary,1520854369.92,3065,2025-09-17,2025-09-17
0013901534661096,Bruce,Carroll,bruce.carroll@scott.com,001-070-503-0517x472,Thompson and Sons,1217 Donald Glens Apt. 984,West Matthew,PA,83908,Moldova,Healthcare,Email Campaign,Partner,Active,Public,833267752.04,1470,2025-03-12,2025-09-01
0014511214433376,Kevin,Hernandez,kevin.hernandez@case.com,877.158.9061x604,Cortez Inc,098 Shannon Crest,Pageport,FL,31399,Maldives,Government,Event,Reseller,Active,Government,749465889.72,3201,2023-11-23,2025-09-09
0019361438646748,Joshua,Norris,joshua.norris@mueller.com,0089125446,Freeman LLC,7570 Amber Loaf Suite 032,North Andrew,NV,66807,Germany,Technology,Email Campaign,Prospect,Inactive,Public,1362797208.46,1402,2025-08-03,2025-08-05
0015932007450884,Larry,Fields,larry.fields@michael-young.com,001-323-227-6333,Gill Inc,0118 Jordan Mount,Johnsonton,ND,97008,Ghana,Education,Outbound Call,Customer,Pending,Subsidiary,441174020.53,4648,2025-09-03,2025-09-20
0017067037524298,Tim,Scott,tim.scott@mcdonald.com,+1-222-474-1297,Jones-Evans,18636 Smith Road,Katiemouth,MO,23355,Czech Republic,Manufacturing,Event,Prospect,Inactive,Subsidiary,895114596.85,1182,2025-06-11,2025-08-23
0017234126154117,Travis,Mccarty,travis.mccarty@walker-hamilton.org,+1-073-552-1348x4487,Johnson-Cole,492 Lee Expressway Suite 135,Kennedyfort,MN,60678,Malawi,Hospitality,Social Media,Prospect,Inactive,Government,1699294154.25,1138,2025-04-22,2025-09-09
0017636210126844,Stephen,Wood,stephen.wood@nguyen-harris.org,(788)546-7029x29078,"Davis, Joseph and Owens",527 Jenna Parks Suite 068,Johnsonfort,IA,68153,Malaysia,Financial Services,Outbound Call,Customer,Pending,Subsidiary,484593782.97,1910,2024-08-17,2025-04-26
0016507523642345,Nathan,Stevenson,nathan.stevenson@martinez.com,364-922-1656x2548,"Ramirez, Diaz and Smith",5735 Michelle Motorway Suite 517,New Joshua,FL,84102,Singapore,Education,Outbound Call,Prospect,On Hold,Subsidiary,783553686.27,4320,2025-02-26,2025-05-22
0014438850837658,Holly,Bentley,holly.bentley@smith.com,(336)415-6710x872,Anderson and Sons,61293 Marks Fork,Meganside,SD,45976,Norway,Education,Outbound Call,Partner,Inactive,Public,1445763542.4,946,2024-07-06,2025-07-22
0016955204512634,Holly,Johnson,holly.johnson@pham.com,198.040.3588,"Harris, Chang and Collins",85937 Navarro Parkway Suite 227,Singhville,IN,14694,Turkey,Manufacturing,Partner Referral,Partner,Inactive,Subsidiary,227422992.4,3649,2025-07-15,2025-08-03
0018454671890499,Andrea,Buchanan,andrea.buchanan@allen-jackson.com,7430563751,Miller LLC,6108 Avila Ports,Port Oscarfort,TN,50972,Costa Rica,Retail,Outbound Call,Partner,Inactive,Government,1098381831.99,3984,2024-10-06,2024-10-11
0016455648437961,Dana,Lewis,dana.lewis@franklin-wyatt.com,110-848-3135x3741,Fernandez-Guerrero,03851 Mason Springs,Ritterview,MS,30650,Equatorial Guinea,Energy,Organic Search,Prospect,On Hold,Government,1732430217.47,2897,2024-04-02,2024-07-01
0015541666340713,Travis,Ford,travis.ford@harris-clarke.com,001-427-180-2023x900,Walls PLC,2483 Holland Expressway,Claytontown,MD,28761,Philippines,Media,Web,Prospect,Pending,Subsidiary,1488071815.29,2900,2023-09-25,2024-05-19
0015901521660249,Brittany,Gonzalez,brittany.gonzalez@houston.com,728.714.5178,Clark Ltd,561 Ray Brooks Suite 538,New Christine,MA,78726,Tunisia,Retail,Social Media,Customer,Active,Subsidiary,1171803289.62,3423,2024-06-15,2025-06-14
0017360091995386,Katherine,Chen,katherine.chen@garcia.com,7236689870,"Doyle, Johnson and Thompson",9351 Cantrell Parks Apt. 221,Larabury,HI,42702,Cambodia,Media,Social Media,Partner,Inactive,Public,1009913924.77,2354,2024-07-16,2024-12-25
0015125758219525,Shannon,Robbins,shannon.robbins@jackson.com,231-963-0760x244,"Cameron, Anderson and Thomas",3471 Bailey Springs,Lewischester,MO,63531,Svalbard & Jan Mayen Islands,Education,Social Media,Prospect,On Hold,Public,163893665.48,1844,2024-08-02,2024-10-27
0014681172360561,Kristina,Stevenson,kristina.stevenson@hill.net,+1-836-171-6800x224,Hodges Group,03508 Timothy Ports Apt. 066,North Josechester,MD,64073,Lithuania,Media,Paid Search,Reseller,Pending,Public,1090447004.72,1014,2025-06-10,2025-06-22
0015513990528966,Crystal,Mack,crystal.mack@thomas-mccarty.com,(346)893-2876x195,Serrano-Phillips,7677 Berg Roads,Ashleyfort,MA,73760,Zimbabwe,Manufacturing,Customer Referral,Customer,Inactive,Government,909061870.19,4202,2023-09-23,2024-07-27
0015448634956369,James,Harrison,james.harrison@hill.com,+1-135-944-0875x1944,"Singleton, Hughes and Davis",93261 Shelia Crest Suite 208,Port Carolynstad,AR,80353,Faroe Islands,Healthcare,Email Campaign,Customer,Pending,Subsidiary,1764666050.9,3447,2024-06-22,2025-03-19
0019823105369032,Douglas,Shannon,douglas.shannon@walker.com,153.823.9680x035,Freeman-Lang,3647 Rice View,Port Randystad,PA,71876,Malta,Manufacturing,Outbound Call,Prospect,Active,Government,542678733.62,3496,2025-02-13,2025-07-02
0014221514979972,Cody,Marks,cody.marks@kennedy.com,432.929.9570x7957,Hernandez PLC,114 Lopez Groves,South Michael,VA,02504,Andorra,Retail,Customer Referral,Customer,Active,Subsidiary,756112872.17,4798,2023-11-16,2025-01-30
0015539907990437,Grace,Riley,grace.riley@riddle-madden.com,(544)204-4739x35726,Peters Inc,4479 Rachel Row Apt. 957,West Lisa,SC,20822,Namibia,Manufacturing,Organic Search,Partner,Inactive,Public,327880903.9,1777,2025-08-31,2025-09-15
0017786727483173,Renee,Shah,renee.shah@lopez-flores.com,686-686-4761,"Bell, Gonzales and Taylor",2464 Long Unions,East Jamesberg,NV,99011,Greece,Financial Services,Customer Referral,Prospect,Inactive,Private,315181136.78,4618,2024-06-25,2024-09-24
0011440278971017,Bill,Carlson,bill.carlson@george.biz,001-880-219-6302x31506,Riddle-Rogers,552 Gina Spring Apt. 787,Cantrellton,SC,26466,Bahamas,Healthcare,Outbound Call,Partner,Pending,Government,286181781.49,1321,2024-05-16,2025-06-30
0011951700454238,Kirk,Glenn,kirk.glenn@dixon.com,+1-563-885-1156,Williams and Sons,29161 Reed Stream Apt. 348,Martinezfurt,HI,52895,Saint Lucia,Media,Trade Show,Reseller,On Hold,Government,1794016394.54,3082,2024-02-17,2025-08-01
0015458001214434,Mary,Henderson,mary.henderson@ford.com,102-130-9612,"Martin, Osborn and Collins",1654 Anthony Views Suite 912,Garrisonfurt,KY,69043,Libyan Arab Jamahiriya,Financial Services,Trade Show,Customer,Inactive,Private,1154946982.6,838,2025-08-18,2025-09-20
0018205771029731,Steven,Johnson,steven.johnson@hicks.com,797-158-2735x01642,"Sanchez, Cummings and Summers",058 Scott Rue Suite 373,Lake Garyfurt,MD,48921,Oman,Healthcare,Outbound Call,Customer,Active,Government,539173855.63,65,2025-05-12,2025-06-04
0012301318388690,Mercedes,Blair,mercedes.blair@wilson.org,3865905059,White-Hernandez,012 Harrison Inlet,New Ericton,MT,69685,Saint Vincent and the Grenadines,Government,Event,Partner,Active,Government,1276114039.02,384,2024-08-30,2024-11-01
0019156092602108,Katrina,Williams,katrina.williams@smith.com,+1-606-664-1022,Perez and Sons,758 Mclaughlin Forest,Lake Angela,WA,65397,Argentina,Technology,Customer Referral,Customer,On Hold,Subsidiary,579518036.14,2955,2025-08-13,2025-08-28
0012695396172406,James,Lutz,james.lutz@butler.com,+1-322-761-9174,"Flores, Hernandez and Shaw",258 Ball Pine,Lake Mark,NC,42904,Vietnam,Media,Partner Referral,Reseller,Active,Subsidiary,1070441450.84,4146,2025-09-13,2025-09-15
0018682836437835,Rebecca,Thompson,rebecca.thompson@owens.com,001-013-380-3005x74754,Gibson-Burton,279 Beck Mountain,New Brandonburgh,MO,55329,Papua New Guinea,Financial Services,Outbound Call,Prospect,On Hold,Public,29058111.45,1412,2023-11-26,2025-05-03
0013301388943607,Jacob,Perkins,jacob.perkins@welch.net,(763)442-1762x80748,"Hill, Hamilton and Stout",53204 Denise Cliff,East Garymouth,WV,12625,Norway,Government,Social Media,Prospect,On Hold,Public,1479169435.09,618,2025-04-29,2025-05-07
0011997931594881,Katherine,Jones,katherine.jones@aguirre-rice.biz,001-775-765-6596x816,Martinez-Santana,23710 Melanie Well Apt. 512,Michelleton,KS,55288,Brazil,Education,Social Media,Partner,Pending,Private,993556989.57,4091,2024-09-07,2025-03-28
0015562601633068,Yolanda,Gates,yolanda.gates@taylor.com,372-838-0918x0951,"Holmes, Jones and Gilbert",63551 Michelle Expressway Apt. 760,North Roseberg,AZ,84613,Reunion,Financial Services,Organic Search,Reseller,Pending,Private,46378015.8,716,2023-11-16,2024-11-21
0014652025127238,Miguel,Moore,miguel.moore@ochoa-griffith.net,815-571-6551,Velazquez LLC,6801 Roach Land Apt. 416,Hunterbury,TN,38235,Sri Lanka,Manufacturing,Outbound Call,Customer,Inactive,Government,1424929574.04,4373,2024-07-20,2024-09-26
0014848132262579,Joel,Cook,joel.cook@parker.biz,(292)971-7288x72107,"Cardenas, Lindsey and Wright",533 Heather Centers,Lake April,LA,37109,Haiti,Retail,Event,Partner,On Hold,Government,1151136961.56,316,2025-08-12,2025-09-07
0016467777692937,Teresa,Allen,teresa.allen@armstrong-hanson.com,001-341-008-0195x40320,"Newman, Kramer and Torres",738 Dana Heights Suite 408,Prestonburgh,MT,93899,British Virgin Islands,Media,Outbound Call,Customer,Pending,Public,79307159.38,3287,2025-02-07,2025-08-12
0016738200272420,Gabrielle,Mcbride,gabrielle.mcbride@gonzalez.net,841.584.1185,Lawson-Hernandez,675 Glover Shores,Aaronland,MN,79158,Dominican Republic,Government,Web,Customer,Pending,Private,420751004.55,1802,2025-04-26,2025-05-05
0015643331077050,Kristin,Trujillo,kristin.trujillo@riley.com,130-824-7735x5512,Jensen-Chavez,020 Scott Courts,Joshuahaven,LA,63511,South Africa,Government,Customer Referral,Partner,Active,Private,936487939.34,1736,2025-07-27,2025-08-25
0019918098309319,Christopher,Cervantes,christopher.cervantes@thornton.com,001-832-535-7580x5195,Summers-Oneal,3021 Tracy Island,Port Kristen,ID,42168,Cameroon,Government,Paid Search,Customer,Pending,Public,35471461.99,3343,2024-06-18,2024-10-02
0013964611636033,David,Harrison,david.harrison@richards.com,+1-979-336-6445x5337,Choi-Frost,733 Hoffman Lodge,Baileyfort,NJ,99768,Reunion,Education,Partner Referral,Partner,Inactive,Government,1327787142.24,3778,2025-01-07,2025-01-29
0015727889728567,Melissa,Graham,melissa.graham@smith.com,(344)750-9726,Contreras-Morris,396 Sarah Lodge,Ronnietown,HI,65099,Dominican Republic,Financial Services,Customer Referral,Customer,Active,Public,408341512.71,142,2025-04-29,2025-05-30
0017312904853670,Melissa,Banks,melissa.banks@hawkins.com,8992151768,"Carr, Ochoa and Haas",690 Richard Coves Suite 038,Alyssamouth,VT,78318,Mayotte,Manufacturing,Event,Prospect,On Hold,Public,1044026283.95,4687,2024-02-20,2025-04-28
0013551415456234,Jeffrey,Adams,jeffrey.adams@jenkins.net,+1-826-450-8497x7261,Ferrell Group,2275 Gonzalez Pike,Ernestberg,VT,94542,Afghanistan,Media,Web,Reseller,Inactive,Government,1721463296.64,1815,2025-04-18,2025-05-26
0018554621790493,Natasha,Johnson,natasha.johnson@hendrix.info,001-809-391-1891x6685,"Anderson, Massey and Oconnell",7844 Samantha Drives,Lorihaven,WY,05609,Mozambique,Government,Paid Search,Reseller,On Hold,Public,196101334.69,924,2025-06-28,2025-09-12
0016412333599652,Angelica,Bradley,angelica.bradley@young.info,+1-853-909-3230x909,"Ellis, Berger and Smith",7044 Payne Point,North Katie,ME,88043,Guam,Energy,Email Campaign,Prospect,Inactive,Subsidiary,578955745.46,4988,2025-08-08,2025-09-02
0013657780418844,Natalie,Page,natalie.page@strickland-morris.info,301-388-4496x393,"Moore, Miles and Lee",324 Kristin Fork,Port Pamela,OK,41270,Guadeloupe,Transportation,Organic Search,Reseller,On Hold,Public,156577025.64,1425,2023-10-29,2025-05-10
